customer_id,gstin,legal_name,trade_name,gst_status,gst_registration_date,gst_return_period,return_type,return_filing_date,return_status,filing_frequency,filing_delay_days,gstr1_sales_value,gstr3b_taxable_outward_supply,gstr3b_net_tax_liability,total_taxable_turnover,b2b_sales_amount,b2c_sales_amount,b2b_sales_percentage,b2c_sales_percentage,export_sales_amount,sez_sales_amount,reverse_charge_sales_amount,igst_amount,cgst_amount,sgst_amount,cess_amount,itc_available_amount,itc_claimed_amount,itc_reversed_amount,net_itc_amount,unique_buyer_count,unique_b2b_buyer_count,top_buyer_sales_percentage,buyer_concentration_level,monthly_turnover,quarterly_turnover,turnover_growth_mom,turnover_growth_qoq,turnover_growth_yoy,turnover_decline_percentage,consecutive_declining_quarters,filing_regularity_percentage,missed_return_count,late_return_count,business_vintage_years,annualised_gst_turnover,proposed_loan_amount,gst_turnover_to_loan_ratio,maximum_loan_by_gst_rule,gst_data_completeness_score,gst_risk_flag,gst_underwriting_score
CUSTGST0001041,27ABCDE001040FZ6,Retail Enterprises 2040,Retail Trade 2040,ACTIVE,2021-03-01,2025-07,GSTR1,2025-07-10,LATE,MONTHLY,2,95106.0038,96870.1941,12248.651,96870.1941,52444.7867,48104.4462,52.1583,47.8417,17907.5886,4047.0609,3156.8813,3807.5196,4198.3428,4198.3428,44.4459,9860.9714,9095.6278,281.751,8813.8769,75,61,44.561,MEDIUM,100549.2329,303726.1779,17.256,16.3909,34.3977,0.0,1,89.8364,1,0,5.7247,1206590.7947,531647.1687,2.2695,312676.6814,0.9983,LOW,87.8368
CUSTGST0001042,09ABCDE001041FZ7,Wholesale Enterprises 2041,Wholesale Trade 2041,ACTIVE,2016-02-13,2025-03,GSTR1,2025-03-25,LATE,MONTHLY,2,254491.6105,257008.5221,46132.3435,257008.5221,226533.4731,59452.8104,79.2113,20.7887,12380.1656,20459.3653,1801.2785,16779.2946,14018.322,14018.322,1316.4049,15140.4073,12829.7925,314.1696,12515.6229,224,125,54.5461,HIGH,285986.2835,861093.6766,8.8399,-13.4416,22.9684,0.0,0,91.7254,3,4,10.3453,3431835.4024,837207.1973,4.0991,784440.6678,0.9652,MEDIUM,56.3583
CUSTGST0001043,29ABCDE001042FZ8,Manufacturing Enterprises 2042,Manufacturing Trade 2042,ACTIVE,2023-08-06,2026-04,GSTR3B,2026-04-24,LATE,MONTHLY,15,331608.7554,325460.4826,51251.4936,325460.4826,143412.2657,194440.8743,42.4481,57.5519,33820.1989,21392.4589,11808.1459,22048.1209,13922.225,13922.225,1358.9227,14856.1775,12748.9416,162.3362,12586.6054,123,115,28.1325,MEDIUM,337853.14,1001189.4551,-17.0915,-7.5781,7.9758,0.0,1,73.6434,3,3,3.0774,4054237.6798,2497420.1834,1.6234,1704489.5509,0.9923,MEDIUM,59.7142
CUSTGST0001044,07ABCDE001043FZ9,Technology Enterprises 2043,Technology Trade 2043,ACTIVE,2018-10-24,2025-09,GSTR3B,2025-09-17,FILED,QUARTERLY,0,287974.7825,294990.0997,30827.0932,294990.0997,177985.182,148438.5528,54.5258,45.4742,24591.6264,17621.7498,1539.6862,3272.89,13113.1375,13113.1375,1327.9281,12344.6694,9825.2561,1569.417,8255.8391,249,14,47.565,HIGH,326423.7348,931866.5235,-4.918,1.6909,-13.7692,13.7692,3,93.0,1,0,8.1416,3917084.8181,1189570.3353,3.2929,2408512.0737,0.9731,LOW,78.0567
CUSTGST0001045,24ABCDE001044FZ1,Construction Enterprises 2044,Construction Trade 2044,ACTIVE,2018-07-23,2026-10,GSTR3B,2026-10-21,FILED,QUARTERLY,0,1332050.5367,1355595.2973,140478.7689,1355595.2973,788252.3742,666726.7566,54.1762,45.8238,195356.3086,9467.4301,66544.8089,45889.9183,43848.4999,43848.4999,6891.8509,68121.1621,52407.8314,7477.3678,44930.4636,112,69,34.9394,MEDIUM,1454979.1308,4128699.1493,20.7272,12.3929,14.7145,0.0,1,97.0,1,0,8.0802,17459749.5695,14228857.4276,1.2271,9423949.3516,0.9832,LOW,89.6032
CUSTGST0001046,33ABCDE001045FZ2,Logistics Enterprises 2045,Logistics Trade 2045,ACTIVE,2019-04-20,2024-06,GSTR3B,2024-06-10,FILED,QUARTERLY,0,1609992.2401,1581120.9371,220054.6054,1581120.9371,713452.8347,908809.4883,43.9789,56.0211,200999.2942,105295.1251,69721.2484,45896.961,81586.275,81586.275,10985.0945,94523.3407,79613.3279,6744.2444,72869.0835,176,103,35.755,MEDIUM,1622262.323,4621691.2895,9.2149,4.0597,21.6625,0.0,0,100.0,3,0,7.3273,19467147.8758,12034938.6987,1.6176,4514313.6737,0.9893,LOW,69.6097
CUSTGST0001047,19ABCDE001046FZ3,Food Enterprises 2046,Food Trade 2046,ACTIVE,2017-07-27,2026-11,GSTR3B,2026-11-17,FILED,MONTHLY,0,243274.6701,237198.6969,40493.4069,237198.6969,186873.1536,69362.9493,72.9301,27.0699,38708.2916,17777.2651,429.6125,15153.8221,12381.4996,12381.4996,576.5857,18394.1841,17511.7073,58.1442,17453.5631,165,100,33.2027,MEDIUM,256236.1029,802455.4953,9.2094,3.1359,40.2267,0.0,0,96.0,3,0,9.4643,3074833.2348,1553184.6451,1.9797,1402365.1624,0.9999,LOW,78.5807
CUSTGST0001048,23ABCDE001047FZ4,Pharma Enterprises 2047,Pharma Trade 2047,ACTIVE,2021-07-22,2024-06,GSTR1,2024-06-22,LATE,QUARTERLY,20,345961.2182,337343.8404,60742.7646,337343.8404,246260.8154,108480.4391,69.4198,30.5802,41410.5756,22716.0293,3725.2007,12717.5559,22421.9044,22421.9044,3181.3999,12765.8949,10702.4034,1884.2831,8818.1204,23,4,9.0699,LOW,354741.2546,963187.8891,9.5488,13.7784,-20.501,20.501,3,74.976,1,2,5.4718,4256895.0549,2713047.402,1.569,2558779.5578,0.9526,LOW,66.1857
CUSTGST0001049,06ABCDE001048FZ5,Retail Enterprises 2048,Retail Trade 2048,ACTIVE,2023-02-04,2024-11,GSTR1,2024-11-19,LATE,MONTHLY,7,306253.3322,298692.5829,45142.4512,298692.5829,204252.9064,110875.4871,64.8158,35.1842,11847.1508,1527.9055,6673.9013,6964.0217,17709.576,17709.576,2759.2776,21177.4498,15932.2605,2423.7304,13508.5301,181,48,29.4175,MEDIUM,315128.3936,1004868.7699,9.105,-13.6939,-22.3531,22.3531,2,78.6524,3,3,3.5557,3781540.7229,2882718.4028,1.3118,1830124.7154,0.9837,MEDIUM,45.651
CUSTGST0001050,36ABCDE001049FZ6,Wholesale Enterprises 2049,Wholesale Trade 2049,ACTIVE,2017-03-11,2024-04,GSTR1,2024-04-02,FILED,MONTHLY,0,694961.9265,709541.1349,116961.0282,709541.1349,332235.2614,430844.4923,43.5387,56.4613,55500.3309,800.2651,19429.2583,17909.9607,47850.2664,47850.2664,3350.5348,76507.4244,64573.4771,10104.328,54469.1492,183,85,56.191,HIGH,763079.7537,2355166.6754,1.183,-5.6238,-12.0443,12.0443,3,96.0,2,1,9.8442,9156957.0449,3545224.474,2.5829,5852183.4114,0.9682,MEDIUM,64.8828
CUSTGST0001051,27ABCDE001050FZ7,Manufacturing Enterprises 2050,Manufacturing Trade 2050,ACTIVE,2021-08-09,2025-09,GSTR1,2025-09-26,LATE,MONTHLY,5,1644370.5329,1634917.8424,239594.4742,1634917.8424,1497797.6045,242797.1825,86.0509,13.9491,205774.069,112506.6337,33429.7119,90826.7667,69899.6242,69899.6242,8968.4592,152520.8008,121132.6715,8929.4302,112203.2413,49,19,37.7946,MEDIUM,1740594.7869,5299063.3571,8.3848,27.1774,41.3938,0.0,0,90.7754,1,4,5.4598,20887137.4432,8960696.9808,2.331,4730344.3177,0.9526,LOW,71.1227
CUSTGST0001052,09ABCDE001051FZ8,Technology Enterprises 2051,Technology Trade 2051,ACTIVE,2023-07-15,2025-02,GSTR1,2025-02-13,LATE,QUARTERLY,7,729863.7231,750865.3544,138857.9634,750865.3544,689280.5406,126930.0824,84.4489,15.5511,24783.7041,38083.8628,22854.2807,43031.4765,46012.0304,46012.0304,3802.4261,68606.2882,57746.0644,8279.5888,49466.4756,177,176,21.9009,LOW,816210.623,2318209.1854,-8.8769,24.1325,41.5487,0.0,1,83.7692,0,4,3.5406,9794527.476,3073478.9689,3.1868,5699106.4726,0.9504,LOW,78.8768
CUSTGST0001053,29ABCDE001052FZ9,Construction Enterprises 2052,Construction Trade 2052,ACTIVE,2018-01-12,2026-11,GSTR3B,2026-11-09,LATE,MONTHLY,3,529003.1004,521898.5646,66589.8765,521898.5646,375424.4291,179685.7617,67.6306,32.3694,45545.2407,43220.3892,21115.5598,23171.9144,20873.052,20873.052,1671.8582,47360.5124,39090.1445,4610.851,34479.2935,102,29,9.7641,LOW,555110.1908,1558205.7691,-6.4972,-15.785,37.2019,0.0,0,95.4578,1,4,8.7752,6661322.2896,4289219.4711,1.553,1464322.6547,0.9604,LOW,76.9699
CUSTGST0001054,07ABCDE001053FZ1,Logistics Enterprises 2053,Logistics Trade 2053,ACTIVE,2021-10-24,2025-03,GSTR3B,2025-03-07,LATE,MONTHLY,1,572480.2261,557014.4116,37551.0622,557014.4116,524472.4079,77872.935,87.0717,12.9283,32246.9267,5252.0941,27378.9681,12508.8618,11353.5882,11353.5882,2335.0241,48647.5724,42779.5609,203.1697,42576.3912,171,10,18.8401,LOW,602345.3429,1825019.7158,14.0703,24.2613,22.5554,0.0,0,93.1149,2,4,5.3748,7228144.115,1474103.0016,4.9034,2275819.5389,0.9555,LOW,73.1163
CUSTGST0001055,24ABCDE001054FZ2,Food Enterprises 2054,Food Trade 2054,ACTIVE,2015-06-06,2025-06,GSTR3B,2025-06-21,FILED,MONTHLY,0,707201.0808,693665.0221,89063.1001,693665.0221,557989.7506,165607.1839,77.1133,22.8867,4445.623,29265.5575,3115.0504,24273.0736,29470.2991,29470.2991,5849.4283,95857.292,90411.5641,2921.8679,87489.6961,141,15,9.5964,LOW,723596.9345,2273408.5446,20.8972,-9.9379,31.4275,0.0,1,99.0,0,0,11.1554,8683163.2142,2402867.0399,3.6137,1929643.01,0.9555,LOW,99.1935
CUSTGST0001056,33ABCDE001055FZ3,Pharma Enterprises 2055,Pharma Trade 2055,CANCELLED,2017-08-03,2025-11,GSTR3B,2025-11-23,FILED,MONTHLY,0,152053.6701,152151.1905,11959.8581,152151.1905,61865.7294,108478.1319,36.3181,63.6819,12240.6361,8346.5059,2059.0513,4118.8393,3528.2082,3528.2082,784.6024,17208.1222,16205.2057,563.8663,15641.3394,179,115,35.0511,MEDIUM,170343.8613,493591.421,-2.8044,20.5007,5.3254,0.0,0,98.0,0,0,9.3442,2044126.3354,662442.8731,3.0857,469579.9283,0.9508,LOW,97.3712
CUSTGST0001057,19ABCDE001056FZ4,Retail Enterprises 2056,Retail Trade 2056,ACTIVE,2016-03-02,2024-09,GSTR3B,2024-09-13,LATE,MONTHLY,1,193495.5749,193378.1551,22077.9283,193378.1551,130263.064,72445.3513,64.2613,35.7387,30165.5591,3636.1095,5168.702,9229.9359,5979.1488,5979.1488,889.6947,8826.4007,7433.128,1120.4419,6312.6861,106,15,32.512,MEDIUM,202708.4153,634404.7454,19.4907,-14.7501,6.4791,0.0,0,95.9083,2,0,10.161,2432500.9834,1465433.007,1.6599,1335010.5995,0.9824,LOW,80.3632
CUSTGST0001058,23ABCDE001057FZ5,Wholesale Enterprises 2057,Wholesale Trade 2057,ACTIVE,2021-12-24,2024-05,GSTR3B,2024-05-21,FILED,MONTHLY,0,712493.9814,696328.4964,84319.6515,696328.4964,319077.3578,419556.28,43.1983,56.8017,70411.654,54886.3674,337.1878,13451.5047,34241.2563,34241.2563,2385.6343,87126.1399,76857.3301,150.7967,76706.5335,73,43,40.1469,MEDIUM,738633.6378,2035757.6136,20.9567,-6.0393,-10.7521,10.7521,3,93.0,0,0,5.3042,8863603.6532,3614872.8301,2.452,4384540.969,0.9722,LOW,87.6056
CUSTGST0001059,06ABCDE001058FZ6,Manufacturing Enterprises 2058,Manufacturing Trade 2058,ACTIVE,2018-12-11,2025-01,GSTR3B,2025-01-06,LATE,MONTHLY,10,1005759.9187,1027080.2088,121221.1231,1027080.2088,571143.2193,575319.7199,49.8179,50.1821,140909.7586,17185.9097,30117.517,23784.6059,45126.1476,45126.1476,7184.2219,107461.3619,97047.0438,6483.2462,90563.7976,129,125,8.185,LOW,1146462.9392,3347049.4836,-7.4887,24.4048,7.3713,0.0,1,80.7102,2,4,8.033,13757555.2706,7670806.7596,1.7935,5907009.7888,0.9732,LOW,68.4049
CUSTGST0001060,36ABCDE001059FZ7,Technology Enterprises 2059,Technology Trade 2059,ACTIVE,2024-02-15,2025-04,GSTR3B,2025-04-15,LATE,QUARTERLY,2,807673.9197,826259.2985,82391.9025,826259.2985,624683.4506,263986.7913,70.2942,29.7058,48644.289,40481.6642,29917.1195,21210.9059,28680.6032,28680.6032,3819.7903,46482.5111,36462.3149,4606.2294,31856.0855,155,9,23.0218,LOW,888670.2419,2756455.9181,-0.2928,-2.3707,-11.7732,11.7732,2,95.7693,1,2,2.1497,10664042.9026,1846541.5736,5.7751,4392544.6989,0.9975,LOW,76.0997
CUSTGST0001061,27ABCDE001060FZ8,Construction Enterprises 2060,Construction Trade 2060,ACTIVE,2020-12-01,2025-05,GSTR1,2025-05-06,LATE,MONTHLY,2,291789.077,300339.837,29006.9178,300339.837,260747.7957,77177.705,77.1613,22.8387,34481.4069,14236.9222,16682.0762,3637.5465,12102.5868,12102.5868,1164.1977,23956.4844,17427.2738,3590.5095,13836.7643,87,19,35.9732,MEDIUM,337925.5007,1023220.1918,14.4672,9.6847,23.0956,0.0,0,89.2064,1,2,6.3449,4055106.0084,840381.0654,4.8253,1973750.5978,0.9608,LOW,77.3324
CUSTGST0001062,09ABCDE001061FZ9,Logistics Enterprises 2061,Logistics Trade 2061,ACTIVE,2024-12-27,2026-06,GSTR3B,2026-06-11,FILED,MONTHLY,0,318394.6817,318459.0911,41575.9816,318459.0911,217163.0592,119896.814,64.4286,35.5714,57891.5269,24474.9792,2471.3759,17125.2756,11773.485,11773.485,903.7359,26642.9524,22065.16,3452.5608,18612.5992,17,5,58.9781,HIGH,337059.8733,929510.0234,-8.355,13.3904,-0.6238,0.6238,2,97.0,3,0,2.855,4044718.4793,2225122.4005,1.8178,1400863.3606,0.96,LOW,69.3158
CUSTGST0001063,29ABCDE001062FZ1,Food Enterprises 2062,Food Trade 2062,ACTIVE,2016-08-07,2024-09,GSTR1,2024-09-03,FILED,MONTHLY,0,125432.6891,124003.4333,7255.0886,124003.4333,80962.0147,59655.5964,57.576,42.424,2711.2927,4794.5277,4988.3568,2012.9805,2538.555,2538.555,164.9981,7700.7222,6420.7709,723.2516,5697.5192,141,102,40.7223,MEDIUM,140617.6111,387068.7799,-2.7538,5.1418,-13.0638,13.0638,4,100.0,2,0,10.1449,1687411.3326,444974.0835,3.7922,1038301.5146,0.9739,LOW,75.5476
CUSTGST0001064,07ABCDE001063FZ2,Pharma Enterprises 2063,Pharma Trade 2063,ACTIVE,2016-05-22,2025-03,GSTR3B,2025-03-25,FILED,MONTHLY,0,433218.2513,440085.0187,67540.7933,440085.0187,271455.8182,191549.2409,58.6291,41.3709,23574.7005,16122.8075,15812.7926,23431.8129,20794.6653,20794.6653,2519.6499,19657.109,15242.3517,2669.1065,12573.2452,165,141,24.1204,LOW,463005.0591,1476947.9213,6.7359,3.4716,23.7518,0.0,1,93.0,3,0,10.3114,5556060.7094,2786345.8768,1.994,3403069.3302,0.9983,LOW,75.3932
CUSTGST0001065,24ABCDE001064FZ3,Retail Enterprises 2064,Retail Trade 2064,ACTIVE,2017-11-10,2024-06,GSTR3B,2024-06-12,FILED,MONTHLY,0,1037507.7931,1008859.002,94771.1478,1008859.002,412464.2063,712772.0964,36.6558,63.3442,151243.8835,57566.1128,39313.242,37570.3583,27085.3475,27085.3475,3030.0945,94711.6751,85986.9171,5564.2878,80422.6293,53,15,42.6073,MEDIUM,1125236.3027,3345557.1519,-5.0327,12.9812,24.8526,0.0,1,97.0,0,0,9.4166,13502835.6328,8719961.5444,1.5485,8537722.4174,0.957,LOW,93.4822
CUSTGST0001066,33ABCDE001065FZ4,Wholesale Enterprises 2065,Wholesale Trade 2065,ACTIVE,2023-02-07,2026-09,GSTR3B,2026-09-27,FILED,MONTHLY,0,155592.2757,155272.1772,21431.0066,155272.1772,119204.8503,42663.4169,73.6431,26.3569,7005.2816,276.0243,1107.1103,7807.2409,6404.0109,6404.0109,815.7439,12706.5974,11570.6516,1049.5748,10521.0768,21,18,8.8684,LOW,161868.2671,498635.3557,-1.9581,5.6776,-21.9731,21.9731,1,95.0,0,0,3.6757,1942419.2054,1487041.0474,1.3062,987839.3255,0.9961,LOW,83.0664
CUSTGST0001067,19ABCDE001066FZ5,Manufacturing Enterprises 2066,Manufacturing Trade 2066,ACTIVE,2016-12-01,2024-04,GSTR1,2024-04-09,FILED,MONTHLY,0,1994167.5687,2020650.0585,194834.9442,2020650.0585,995347.0095,1158103.2245,46.221,53.779,165048.3332,64613.0063,13303.3678,75031.5191,47953.4538,47953.4538,23896.5175,201094.3878,178200.5655,12605.2795,165595.286,97,94,31.1972,MEDIUM,2153450.234,6862485.2294,-5.2759,-17.3411,26.6911,0.0,0,97.0,0,0,10.2248,25841402.8082,6983123.6797,3.7006,12739387.4178,0.9589,LOW,97.481
CUSTGST0001068,23ABCDE001067FZ6,Technology Enterprises 2067,Technology Trade 2067,ACTIVE,2024-04-24,2026-02,GSTR3B,2026-02-11,FILED,QUARTERLY,0,381096.5769,377132.2464,69800.0597,377132.2464,272679.1304,138601.0031,66.3001,33.6999,19208.036,4099.8519,9453.5526,23764.3394,21629.2896,21629.2896,2777.1412,47307.6451,36810.8354,6824.2162,29986.6192,103,72,23.0353,LOW,411280.1336,1173035.855,2.7942,20.5347,-8.3134,8.3134,1,95.0,3,0,2.8356,4935361.6029,1591806.4467,3.1005,1635696.8875,0.9639,LOW,71.5154
CUSTGST0001069,06ABCDE001068FZ7,Construction Enterprises 2068,Construction Trade 2068,ACTIVE,2018-11-05,2025-02,GSTR1,2025-02-10,FILED,MONTHLY,0,496503.4931,489804.1664,74992.8866,489804.1664,240172.5212,257546.0971,48.2547,51.7453,18309.7152,23971.1848,24732.5178,9238.4531,30968.0686,30968.0686,3818.2962,39028.1993,35160.2042,3591.2982,31568.906,218,42,31.5726,MEDIUM,497718.6182,1456450.3848,-8.3869,-18.1415,-22.6607,22.6607,2,97.0,2,0,8.2303,5972623.4188,1288665.7678,4.6347,2907913.4394,0.9892,LOW,67.2381
CUSTGST0001070,36ABCDE001069FZ8,Logistics Enterprises 2069,Logistics Trade 2069,ACTIVE,2018-08-23,2024-09,GSTR3B,2024-09-09,LATE,QUARTERLY,3,144241.6812,143032.3727,11275.4151,143032.3727,69361.9919,80385.916,46.3192,53.6808,21902.6505,9802.0301,5711.152,3290.3015,3344.6871,3344.6871,1295.7394,15491.5562,14886.1822,82.7593,14803.4229,195,61,47.3144,HIGH,149747.9079,451298.9257,19.2865,5.0783,2.8885,0.0,0,91.7721,1,2,8.4929,1796974.8947,690901.1021,2.6009,925417.3439,0.9783,LOW,68.7337
CUSTGST0001071,27ABCDE001070FZ9,Food Enterprises 2070,Food Trade 2070,ACTIVE,2019-03-04,2026-07,GSTR3B,2026-07-05,LATE,MONTHLY,1,1084708.6167,1112665.2235,145711.2644,1112665.2235,518276.5676,658695.7668,44.0347,55.9653,22368.3005,37353.0633,28191.5804,46288.2827,43466.1813,43466.1813,12490.6191,143044.7201,131692.3973,1979.7936,129712.6036,188,153,54.0075,HIGH,1176972.3344,3564054.5252,-13.5017,-14.9369,42.0173,0.0,1,93.9793,3,1,7.873,14123668.0127,11682841.4642,1.2089,5732421.1443,0.9915,MEDIUM,64.08
CUSTGST0001072,09ABCDE001071FZ1,Pharma Enterprises 2071,Pharma Trade 2071,ACTIVE,2021-04-26,2025-04,GSTR1,2025-04-13,FILED,QUARTERLY,0,99320.5688,98022.531,5728.8978,98022.531,88771.2866,20673.1874,81.1108,18.8892,14592.6739,928.7941,2188.9444,709.2722,2282.6243,2282.6243,454.3769,11333.0363,8881.0802,1001.5731,7879.5071,119,55,55.8276,HIGH,109444.474,323543.32,9.7028,13.1573,-13.9303,13.9303,1,94.0,3,1,5.3503,1313333.6881,694319.4284,1.8915,600525.2072,0.972,MEDIUM,59.0829
CUSTGST0001073,29ABCDE001072FZ2,Retail Enterprises 2072,Retail Trade 2072,ACTIVE,2015-11-04,2024-12,GSTR3B,2024-12-05,LATE,QUARTERLY,15,850260.4436,866669.8097,131661.6817,866669.8097,634061.8912,293355.238,68.3686,31.6314,40892.6991,54660.6955,45481.7206,46531.9749,37733.1933,37733.1933,9663.3201,78429.9421,72020.2708,1265.4316,70754.8392,70,51,21.0807,LOW,927417.1292,2780210.3556,9.2619,-16.2176,20.3054,0.0,1,74.1454,0,3,11.7541,11129005.5507,7922289.7244,1.4048,3301872.8421,0.9971,LOW,81.3015
CUSTGST0001074,07ABCDE001073FZ3,Wholesale Enterprises 2073,Wholesale Trade 2073,ACTIVE,2017-08-21,2025-07,GSTR1,2025-07-11,LATE,MONTHLY,1,286755.9891,293183.812,15836.2145,293183.812,214824.7695,114015.9032,65.3279,34.6721,50645.9984,3187.7378,1346.5602,4075.9909,5696.6153,5696.6153,366.9931,33283.4946,26681.0341,1088.4917,25592.5424,238,178,14.1538,LOW,328840.6727,1044312.4228,4.6147,-10.7898,24.5494,0.0,1,93.3228,1,1,9.1288,3946088.0724,1586267.7151,2.4877,1151966.7057,0.9804,LOW,88.3841
CUSTGST0001075,24ABCDE001074FZ4,Manufacturing Enterprises 2074,Manufacturing Trade 2074,ACTIVE,2023-10-12,2026-08,GSTR3B,2026-08-19,LATE,MONTHLY,3,252404.9664,250038.2071,26201.9541,250038.2071,197083.6298,68952.3596,74.0816,25.9184,790.047,19121.4692,3724.8468,11604.4765,7271.157,7271.157,55.1635,26167.6039,19374.4391,3801.7785,15572.6606,39,25,19.9124,LOW,266035.9894,746324.4956,-10.1199,-10.5061,-22.1406,22.1406,2,95.1262,1,3,3.5796,3192431.873,1128239.297,2.8296,868249.9448,0.9854,LOW,68.0996
CUSTGST0001076,33ABCDE001075FZ5,Technology Enterprises 2075,Technology Trade 2075,ACTIVE,2018-07-03,2025-02,GSTR3B,2025-02-09,FILED,MONTHLY,0,508406.6789,510676.075,53384.2267,510676.075,279424.4998,241922.9124,53.5966,46.4034,15778.0331,1857.7246,1035.4705,8981.0106,20737.609,20737.609,2927.998,54857.446,41325.0575,7086.4136,34238.644,147,143,34.4254,MEDIUM,521347.4122,1510956.4688,16.0827,13.143,-23.4998,23.4998,2,97.0,3,1,8.5252,6256168.9468,2746339.0088,2.278,3434469.3515,0.986,MEDIUM,52.9707
CUSTGST0001077,19ABCDE001076FZ6,Construction Enterprises 2076,Construction Trade 2076,ACTIVE,2015-10-08,2026-01,GSTR3B,2026-01-15,LATE,MONTHLY,1,255262.1882,249237.3796,29368.0496,249237.3796,207272.3386,66816.3765,75.6224,24.3776,21007.8576,10691.7679,10241.7567,7138.469,11018.8006,11018.8006,191.9795,25372.4213,20754.5119,1525.9824,19228.5295,175,45,42.8468,MEDIUM,274088.7151,755881.4293,20.4628,2.74,18.2697,0.0,1,93.5557,2,0,11.4132,3289064.5811,1257435.7412,2.6157,1796679.5318,0.9728,LOW,81.0455
CUSTGST0001078,23ABCDE001077FZ7,Logistics Enterprises 2077,Logistics Trade 2077,ACTIVE,2015-12-27,2025-03,GSTR1,2025-03-25,LATE,MONTHLY,1,1061610.8119,1074515.9361,89036.7034,1074515.9361,435810.7193,711730.4045,37.9778,62.0222,78847.0315,30578.638,49543.7277,32222.947,25344.3162,25344.3162,6125.1241,75316.0121,60184.8013,10217.9012,49966.9001,163,18,18.5117,LOW,1147541.1238,3263708.2051,14.414,-1.9456,30.2037,0.0,0,95.9067,2,4,11.8515,13770493.4859,5727682.3746,2.4042,4108832.6356,0.9911,LOW,67.1321
CUSTGST0001079,06ABCDE001078FZ8,Food Enterprises 2078,Food Trade 2078,ACTIVE,2018-03-22,2024-10,GSTR1,2024-10-26,LATE,MONTHLY,1,1039736.7619,1068726.8866,62148.7371,1068726.8866,584086.932,527764.3718,52.5328,47.4672,137071.9864,60351.4079,7707.9777,7633.1297,24426.048,24426.048,5663.5114,125945.4576,111278.4251,8258.0932,103020.3319,156,23,61.5006,HIGH,1111851.3038,3393942.3144,-11.8059,17.0214,10.9668,0.0,1,93.6247,0,1,8.2693,13342215.6457,9942000.0716,1.342,4474690.3742,0.9504,LOW,85.0591
CUSTGST0001080,36ABCDE001079FZ9,Pharma Enterprises 2079,Pharma Trade 2079,ACTIVE,2020-08-13,2024-02,GSTR3B,2024-02-08,LATE,MONTHLY,15,382058.6626,372344.7539,40584.626,372344.7539,157229.9879,219471.0996,41.7387,58.2613,21019.5744,22711.267,8245.1236,8298.8741,15652.4878,15652.4878,980.7763,52109.7276,48437.5075,1130.7343,47306.7732,180,24,45.1036,HIGH,376701.0876,1144055.5891,-8.423,1.126,31.2407,0.0,0,78.5251,2,1,6.4267,4520413.0508,1889831.5667,2.392,2363717.7454,0.9841,LOW,70.8253
CUSTGST0001081,27ABCDE001080FZ1,Retail Enterprises 2080,Retail Trade 2080,ACTIVE,2015-07-09,2026-09,GSTR3B,2026-09-27,LATE,MONTHLY,20,945379.3808,919338.0188,136297.399,919338.0188,828847.2585,101104.8959,89.1279,10.8721,109291.5617,45389.1867,8357.232,47513.6141,40667.0638,40667.0638,7449.6573,79836.0772,75207.3594,4503.9078,70703.4516,26,21,19.0196,LOW,929952.1544,2922912.795,-13.739,6.9205,-15.2165,15.2165,4,62.8377,3,2,11.3982,11159425.8529,7942225.166,1.4051,5610938.0793,0.9938,MEDIUM,51.7131
CUSTGST0001082,09ABCDE001081FZ2,Wholesale Enterprises 2081,Wholesale Trade 2081,ACTIVE,2021-08-20,2026-02,GSTR3B,2026-02-25,LATE,MONTHLY,7,235018.0205,230888.8956,30579.4561,230888.8956,172801.6201,63880.7218,73.0099,26.9901,32446.5531,10686.5559,2378.6584,12482.5087,9007.718,9007.718,81.5114,12327.7787,10076.9974,1804.8511,8272.1463,74,60,27.1687,MEDIUM,236682.3419,703739.6922,4.0997,8.72,8.6165,0.0,0,84.4088,2,3,5.6137,2840188.1026,1655633.7387,1.7155,781681.0966,0.965,LOW,67.6193
CUSTGST0001083,29ABCDE001082FZ3,Manufacturing Enterprises 2082,Manufacturing Trade 2082,ACTIVE,2015-07-03,2026-12,GSTR1,2026-12-08,FILED,MONTHLY,0,823228.921,808334.7082,50058.7776,808334.7082,665908.8108,164958.2352,80.1463,19.8537,82561.717,18126.4263,20607.9504,17526.1063,11882.3736,11882.3736,8767.9241,81977.212,76068.5047,4648.9815,71419.5232,201,100,20.7852,LOW,830867.046,2351667.5552,5.7937,23.661,0.9298,0.0,1,94.0,2,0,11.6425,9970404.5515,6097350.0375,1.6352,5724825.0144,0.9893,LOW,83.6315
CUSTGST0001084,07ABCDE001083FZ4,Technology Enterprises 2083,Technology Trade 2083,ACTIVE,2016-10-04,2024-12,GSTR3B,2024-12-27,LATE,MONTHLY,2,333410.0729,330497.4451,51422.388,330497.4451,274832.6787,87844.2922,75.7789,24.2211,45181.0265,20217.0901,7488.9759,15768.1871,16291.2396,16291.2396,3071.7217,33805.168,26353.4781,2640.5642,23712.9139,20,5,24.1611,LOW,362676.9709,1099207.5731,3.1596,-12.6099,28.572,0.0,0,95.7591,1,2,10.6682,4352123.6505,2336514.0947,1.8627,2354602.9402,0.9651,LOW,85.8061
